Time,ECG_Lead1
0,0.0014471785714285598
1,0.0014051785714286273
2,0.0014506071428571536
3,0.0014386071428571512
4,0.0014179285714285633
5,0.0014434285714285875
6,0.0014717142857142969
7,0.0014340000000000685
8,0.001428107142857168
9,0.0014915357142857744
10,0.001541250000000005
11,0.001536214285714215
12,0.001529571428571381
13,0.0015333214285713531
14,0.0015349285714285495
15,0.0015717857142856673
16,0.001580357142857076
17,0.0015768214285714574
18,0.0016220357142857824
19,0.0016361785714285608
20,0.0016557857142856847
21,0.001690714285714228
22,0.0016787142857142255
23,0.0016627500000000494
24,0.0016847142857143028
25,0.0016843928571429246
26,0.0016862142857143223
27,0.0016859999999999686
28,0.0016616785714285852
29,0.00167185714285719
30,0.0016742142857143196
31,0.001677857142857115
32,0.0016938214285714436
33,0.0016775357142857369
34,0.0016560000000000383
35,0.0016008214285714623
36,0.0015677142857143168
37,0.0015401785714285409
38,0.0015238928571428341
39,0.0015035357142857769
40,0.0014881071428571805
41,0.0014641071428571756
42,0.0014388214285713527
43,0.0014284285714285464
44,0.001414178571428591
45,0.0013966071428572187
46,0.0013776428571428516
47,0.0013992857142857268
48,0.0013973571428571522
49,0.001326642857142803
50,0.0012882857142856657
51,0.0012790714285715005
52,0.001285928571428536
53,0.0012883928571428426
54,0.0013006071428571988
55,0.0012878571428571104
56,0.001297178571428605
57,0.0012939642857142124
58,0.0012695357142856523
59,0.0012788571428571467
60,0.0012844285714285165
61,0.0012799285714286109
62,0.0012799285714286109
63,0.0012898928571428618
64,0.0012882857142856657
65,0.0012698571428571828
66,0.0012481071428571309
67,0.001251749999999926
68,0.0012578571428571803
69,0.0012623571428570862
70,0.001273714285714332
71,0.001251857142857103
72,0.00126578571428568
73,0.001275321428571376
74,0.0012455357142856472
75,0.0012448928571428906
76,0.0012618214285713542
77,0.001239642857142899
78,0.0012478928571429293
79,0.0012827142857142957
80,0.0012639642857142823
81,0.0012565714285713626
82,0.0012947142857142983
83,0.0013106785714286267
84,0.001294285714285743
85,0.0012784285714285914
86,0.001285928571428536
87,0.0013074642857142343
88,0.001302107142857218
89,0.001265249999999948
90,0.0012847500000000471
91,0.0013218214285713665
92,0.0013221428571428971
93,0.0012984642857142704
94,0.001275749999999931
95,0.0012848571428570718
96,0.0012936428571428342
97,0.0012916071428570827
98,0.001306499999999947
99,0.0012980357142857153
100,0.0012800357142857877
101,0.0012827142857142957
102,0.0013069285714285021
103,0.0012647142857142159
104,0.001215107142857162
105,0.0012626785714286168
106,0.00130821428571432
107,0.0012714642857142267
108,0.0012541071428572082
109,0.0012912857142857045
110,0.0012852857142857793
111,0.0012590357142856692
112,0.0012486428571428629
113,0.001265357142857125
114,0.0012726428571428678
115,0.001280249999999989
116,0.0012807857142857213
117,0.001272535714285691
118,0.001254642857142788
119,0.0012442499999999817
120,0.0012676071428570778
121,0.0012935357142856573
122,0.0012602142857143102
123,0.0012207857142857088
124,0.0012214285714286176
125,0.0012687857142857188
126,0.0012635357142857272
127,0.0012124285714285017
128,0.0012129642857142337
129,0.0012766071428571939
130,0.0012787499999999698
131,0.0012690000000000724
132,0.0012693214285714508
133,0.0012734999999999782
134,0.001241249999999943
135,0.0012263571428570788
136,0.0012572142857142715
137,0.00129257142857137
138,0.0013193571428572121
139,0.0013257857142856926
140,0.001293857142857188
141,0.0012879642857142872
142,0.0012949285714284997
143,0.0012842142857143152
144,0.0012538928571428545
145,0.0012277500000000734
146,0.0012256071428571453
147,0.00124639285714291
148,0.0012289285714285622
149,0.0012041785714286236
150,0.001215107142857162
151,0.0012200357142857752
152,0.0011996785714285657
153,0.001204071428571447
154,0.001221749999999996
155,0.0011888571428572041
156,0.0011590714285714756
157,0.0011840357142857679
158,0.001218535714285756
159,0.0012276428571428965
160,0.0012206785714285319
161,0.0011873571428571848
162,0.0011850000000000551
163,0.0012114642857142144
164,0.0012722142857143127
165,0.0014085000000000443
166,0.0015471428571429055
167,0.0017017499999999431
168,0.0018588214285714397
169,0.001935642857142891
170,0.0020061428571428864
171,0.002062821428571482
172,0.001861928571428503
173,0.001479428571428595
174,0.0011514642857143541
175,0.0009843214285714299
176,0.0009446785714286271
177,0.0008951785714285977
178,0.00088832142857141
179,0.0009275357142856576
180,0.000967499999999991
181,0.0010408928571428483
182,0.0010948928571427835
183,0.0011201785714286064
184,0.001146000000000009
185,0.0011564999999999922
186,0.00116100000000005
187,0.0012023571428570736
188,0.0012319285714286008
189,0.0012350357142856642
190,0.001241892857142852
191,0.0012516428571429014
192,0.0012406071428571863
193,0.0012394285714285454
194,0.0012410357142857416
195,0.0012261428571428772
196,0.001199999999999944
197,0.0012099642857143474
198,0.0012266785714286092
199,0.001266964285714321
200,0.00128196428571421
201,0.0012595714285714012
202,0.0012437142857142497
203,0.0012704999999999396
204,0.001285928571428536
205,0.0012793928571428787
206,0.0012817500000000086
207,0.0012986785714286242
208,0.0013051071428571046
209,0.0013358571428571204
210,0.0013848214285714176
211,0.001338321428571427
212,0.0013224642857142753
213,0.0013400357142856478
214,0.0013531071428571145
215,0.001368321428571357
216,0.0013837499999999534
217,0.0014257500000000383
218,0.0014639999999999987
